1, 8, 20
1, 10, 22
1, 9, 31
1, 3, 3
1, 3, 3
1, 5, 15
1, 6, 14
1, 3, 3
1, 7, 25
1, 6, 22
1, 11, 32
1, 3, 5
1, 9, 27
1, 10, 25
1, 13, 38
1, 3, 3
1, 4, 11
1, 8, 27
1, 11, 43
1, 6, 21
1, 13, 43
1, 8, 27
1, 12, 37
1, 8, 27
1, 7, 21
1, 8, 26
1, 8, 27
1, 14, 47
1, 4, 11
1, 3, 8
1, 7, 21
1, 3, 3
1, 3, 3
1, 3, 6
1, 4, 11
